score,city,state,total_actives,new_last_30d,new_last_90d,momentum_pct,top_rep,avg_deal_price,social_proof,call_angle
6,Dunnville,Ontario,2,0,1,0.0,Anthony,150.0,Dave's Auto Service | Dave's Auto Service,2 active dealers in area. Use as social proof in opener.
6,Paynesville,Minnesota,2,0,1,0.0,emily,249.0,TED'S RV LAND | Paynesville Chevrolet,2 active dealers in area. Use as social proof in opener.
6,Clarksburg,West Virginia,2,0,1,0.0,adam.c,149.0,Hilltop Auto Mart Preowned and Motorsports | milford street used cars,2 active dealers in area. Use as social proof in opener.
6,Sarasota,Florida,2,0,1,0.0,amanda,239.0,Oceanview Motorcars | Certified Car Group Holding LLC,2 active dealers in area. Use as social proof in opener.
6,Bellevue,Nebraska,2,0,1,0.0,rf006,162.0,Global Auto Sales | Elite Motors,2 active dealers in area. Use as social proof in opener.
6,Olympia,Washington,2,0,1,0.0,william,199.0,Rainier Dodge | PNW AFFORDABLE AUTO,2 active dealers in area. Use as social proof in opener.
6,Littleton,Colorado,2,0,1,0.0,ashley,144.0,CarDeals4Dogs | All Stars Rv,2 active dealers in area. Use as social proof in opener.
6,Aurora,Colorado,2,0,1,0.0,amanda,149.0,GREEN STATE MOTORS | Layal Automotive,2 active dealers in area. Use as social proof in opener.
6,Lafayette,Georgia,2,0,1,0.0,Claire,199.0,Jenkins Chrysler Dodge Jeep RAM | Jenkins Chrylser Dodge Jeep Ram,2 active dealers in area. Use as social proof in opener.
6,Chesterfield,Michigan,2,0,1,0.0,ashley,244.0,VICTORY MOTORS | Macomb Powersports,2 active dealers in area. Use as social proof in opener.
6,Eastpointe,Michigan,2,0,1,0.0,adam.c,244.0,Right Ride Auto sales LLC | IDrive Auto Group,2 active dealers in area. Use as social proof in opener.
6,South Sioux City,Nebraska,2,0,1,0.0,Robert Anderson,149.0,Los Altos Auto Sales Inc | America Auto Inc.,2 active dealers in area. Use as social proof in opener.
6,American Fork,Utah,2,0,1,0.0,emily,199.0,MOTO UNITED LEHI | Watts Automotive,2 active dealers in area. Use as social proof in opener.
6,Dearborn,Michigan,2,0,1,0.0,lisa,199.0,Your Choice Auto Sales Inc. | father and son auto sales,2 active dealers in area. Use as social proof in opener.
6,Abingdon,Virginia,2,0,1,0.0,mason,249.0,Variety Auto Sales | Cartopia Auto Sales,2 active dealers in area. Use as social proof in opener.
6,Sheridan,Colorado,2,0,1,0.0,alexa,212.0,Custom Cars West | A & A Auto LLC,2 active dealers in area. Use as social proof in opener.
6,Weatherford,Texas,2,0,1,0.0,alexa,249.0,Pee Wee Cray-FAIRLY RELIABLE USED CARS | Ontrack Equipment,2 active dealers in area. Use as social proof in opener.
6,Queensbury,New York,2,0,1,0.0,emily,249.0,Dax powersports | Queensbury Auto Mall,2 active dealers in area. Use as social proof in opener.
6,Selden,New York,2,0,1,0.0,emilia,149.0,Autoland USA Corp | JTL Auto Inc,2 active dealers in area. Use as social proof in opener.
6,Cape Coral,Florida,2,0,1,0.0,lisa,249.0,C & D Auto Exchange | Auto Advantage USA,2 active dealers in area. Use as social proof in opener.
6,Brentwood,New Hampshire,2,0,1,0.0,mason,199.0,Aspire Motoring LLC | Lewis Motor Sales,2 active dealers in area. Use as social proof in opener.
6,Logansport,Indiana,2,0,1,0.0,rf007,199.0,Zims Auto Sales | Rick's Auto Sales,2 active dealers in area. Use as social proof in opener.
6,Kings Mountain,North Carolina,2,0,1,0.0,heather,299.0,Mountaineer Motors | Hopper's Enterprise LLC,2 active dealers in area. Use as social proof in opener.
6,Baton Rouge,Louisiana,2,0,1,0.0,rf007,158.0,ELITE IMPORT GROUP | Reliable Autos LLC,2 active dealers in area. Use as social proof in opener.
6,Kelowna,British Columbia,2,0,1,0.0,bill,137.0,Kelowna Yamaha & Marine | KELOWNA POWERSPORTS,2 active dealers in area. Use as social proof in opener.
6,Sykesville,Maryland,2,0,1,0.0,bill,199.0,RBS Auto & Trailer Sales | Trust Auto,2 active dealers in area. Use as social proof in opener.
6,Wilmington,North Carolina,2,0,1,0.0,lisa,212.0,Battle Ship Cycles | Carfellas of Wilmington,2 active dealers in area. Use as social proof in opener.
6,Kingsport,Tennessee,2,0,1,0.0,bill,299.0,Beacon Marine | Unique Auto Brokers,2 active dealers in area. Use as social proof in opener.
6,Gardena,California,2,0,1,0.0,adam.c,199.0,"Carson Trailer, Inc | Auto Lifestyle L.A",2 active dealers in area. Use as social proof in opener.
6,Clarinda,Iowa,2,0,1,0.0,bill,249.0,Load Pro Trailer Sales LLC | Whipp Sales & Service,2 active dealers in area. Use as social proof in opener.
6,Erie,Pennsylvania,3,0,0,0.0,ashley,199.0,Boyer Marine and Powersports | CarsRus | CarsRus,3 active dealers in area. Use as social proof in opener.
6,Salina,Kansas,3,0,0,0.0,emily,229.0,Kubota of Salina | The Car Shoppe Inc. | Salina Powersports,3 active dealers in area. Use as social proof in opener.
6,Spring Lake,Michigan,3,0,0,0.0,bill,226.0,KEENAN MARINA | KEENAN MARINA | Keenan Marina Spring Lake,3 active dealers in area. Use as social proof in opener.
6,Rock Hill,South Carolina,3,0,0,0.0,alexa,232.0,IVI MOTORS INC | Burnout Garage | Glory Motors LLC,3 active dealers in area. Use as social proof in opener.
6,Columbia,Missouri,3,0,0,0.0,bill,238.0,Head's Blacktop Harley-Davidson | Head Motor Company | ASHLAND AUTO SALES,3 active dealers in area. Use as social proof in opener.
6,Richmond,Kentucky,3,0,0,0.0,emily,208.0,"Gates Hyundai | United Motorsports | Cars of Kentucky, Inc.",3 active dealers in area. Use as social proof in opener.
6,Taunton,Massachusetts,3,0,0,0.0,rf006,174.0,ATNT Auto Sales | Hermes Auto Sales inc | Walt's Motors,3 active dealers in area. Use as social proof in opener.
6,Rochester,New York,3,0,0,0.0,emily,199.0,Bidleman Harley Davidson | Bidleman Powersports of Rochester | Rawan auto sales,3 active dealers in area. Use as social proof in opener.
6,North Little Rock,Arkansas,3,0,0,0.0,bill,232.0,Honda of North Little Rock | Bradford Marine & ATV | DeAndre Sells Cars,3 active dealers in area. Use as social proof in opener.
6,Whitman,Massachusetts,3,0,0,0.0,Anthony,174.0,Ally Motors Inc | AUTO SALES EXPRESS INC | Star Auto Sales,3 active dealers in area. Use as social proof in opener.
6,Valdosta,Georgia,3,0,0,0.0,bill,232.0,Langdale Ford | Langdale Honda | Georgia Golf Carts and Trailers,3 active dealers in area. Use as social proof in opener.
6,Lafayette,Indiana,3,0,0,0.0,rf007,266.0,Zali Auto LLC | Time 4 ride | Goldone Auto llc,3 active dealers in area. Use as social proof in opener.
6,Bayville,New Jersey,3,0,0,0.0,bill,299.0,NJ Outboards | NJ Outboards | New Jersey Outboards,3 active dealers in area. Use as social proof in opener.
6,Murfreesboro,Tennessee,3,0,0,0.0,mason,149.0,International Cars | Auto Empire Inc | ICAR AUTO SALES INC,3 active dealers in area. Use as social proof in opener.
6,Concord,North Carolina,3,0,0,0.0,hazel,229.0,Big Tex Trailer World - Concord | Car store sales and service | Alta Auto Group,3 active dealers in area. Use as social proof in opener.
6,North Fort Myers,Florida,3,0,0,0.0,kyle,232.0,Johnson Family Motors | Pondella Auto Wholesale | D & I Auto Sales Inc.,3 active dealers in area. Use as social proof in opener.
6,Port Coquitlam,British Columbia,3,0,0,0.0,hazel,99.0,VANCITY AUTO APPROVALS | Truck Time Auto sales | Select Motors,3 active dealers in area. Use as social proof in opener.
6,Wyoming,Michigan,3,0,0,0.0,heather,166.0,Auto Sport | Auto Sport Inc | select auto group llc,3 active dealers in area. Use as social proof in opener.
6,South Salt Lake,Utah,2,0,1,0.0,rf002,249.0,Lithium Auto LLC | High Line Auto Sales,2 active dealers in area. Use as social proof in opener.
6,Edgewood,Maryland,3,0,0,0.0,heather,299.0,A&M AUTO SALES INC | EZ Car PLus | AM auto sales INC,3 active dealers in area. Use as social proof in opener.
6,Indio,California,3,0,0,0.0,emily,232.0,CALIFORNIA AUTO SALES | Salas Auto Group Inc | Nacho's Auto Sales,3 active dealers in area. Use as social proof in opener.
6,Oakville,Ontario,3,0,0,0.0,ashley,216.0,Oakville Autos | Seven Speed Motors | energy power sports,3 active dealers in area. Use as social proof in opener.
6,Wingate,North Carolina,3,0,0,0.0,william,156.0,Vantastic Mobility | Vantastic Mobility | Vantastic Mobility,3 active dealers in area. Use as social proof in opener.
6,San Rafael,California,3,0,0,0.0,heather,229.0,Price INEOS Grenadier Marin | CAR FINDER MARIN | CARAGENTS inc,3 active dealers in area. Use as social proof in opener.
6,New Port Richey,Florida,3,0,0,0.0,hazel,299.0,Julian's Auto Showcase | DAVID FAMILY AUTO | Car By Stash - Stashchak Enterprises LLC,3 active dealers in area. Use as social proof in opener.
6,Bradenton,Florida,3,0,0,0.0,alexa,174.0,"BRANIS MOTORS INC | AR Prestige Auto Sale | Axis Motors, llc",3 active dealers in area. Use as social proof in opener.
6,Owen Sound,Ontario,3,0,0,0.0,bill,163.0,Advanced Marine Powersports Owen Sound | Georgian Bay Harley-Davidson | Lakeview RV,3 active dealers in area. Use as social proof in opener.
6,Hammond,Louisiana,3,0,0,0.0,tyler young,266.0,cashio's auto sales | Hammond Trailers | Northlake Auto Hammond,3 active dealers in area. Use as social proof in opener.
6,Medford,Oregon,3,0,0,0.0,lisa,174.0,Southern Oregon Auto Sales LLC | Carport Car and Truck | Pacific Crest Auto Sales Inc.,3 active dealers in area. Use as social proof in opener.
6,Newberry,South Carolina,3,0,0,0.0,adam.c,232.0,"Auto-Source of Newberry | CANNON AUTO SALES, INC. | Wilson Marine",3 active dealers in area. Use as social proof in opener.
6,Bismarck,North Dakota,3,0,0,0.0,anna,266.0,Bisman Autoworx Inc | Vallely Sport & Marine | Dvorak Motors Inc,3 active dealers in area. Use as social proof in opener.
6,Inwood,New York,3,0,0,0.0,bill,232.0,South Shore Chrysler Angel | Shore Shore CDJR | South Shore CDJR,3 active dealers in area. Use as social proof in opener.
6,Murray,Utah,3,0,0,0.0,alexa,199.0,Parris RV - South | Parris RV | Taurus Trailer sales & Service,3 active dealers in area. Use as social proof in opener.
6,Laredo,Texas,3,0,0,0.0,bill,216.0,"Bmg Xtreme Sports Texas | Ranger Motors | Carrillo Auto Center, LLC",3 active dealers in area. Use as social proof in opener.
6,Eden,North Carolina,2,0,1,0.0,mark,249.0,Cars of Eden LLC | Kalimax Auto Group,2 active dealers in area. Use as social proof in opener.
6,Saint-Jean-Sur-Richelieu,Quebec,3,0,0,0.0,hazel,150.0,Les véhicules OffRoad 104 | Roulottes Remillard | vehicules recreatifs steve driver,3 active dealers in area. Use as social proof in opener.
6,Orem,Utah,3,0,0,0.0,michael,232.0,Clean Fuels Utah | Universal Motors LLC | Monarch Honda,3 active dealers in area. Use as social proof in opener.
6,Torrington,Connecticut,2,0,1,0.0,heather,199.0,Berkshire Auto Sales | Connecticut Auto Wholesalers,2 active dealers in area. Use as social proof in opener.
6,Macon,Georgia,3,0,0,0.0,lisa,183.0,LOOK TO BOOK AUTO BROKERS | Central Georgia Powersports | J FRANKLIN AUTO SALES,3 active dealers in area. Use as social proof in opener.
6,Rogers,Arkansas,3,0,0,0.0,bill,262.0,"Sunrise Honda of Rogers | Sunrise Marine and Motorsports of Rogers | Lake Country RV, Inc.",3 active dealers in area. Use as social proof in opener.
6,Santa Ana,California,3,0,0,0.0,bill,232.0,CARS UNLIMITED | Carin Auto | k&t motor llc,3 active dealers in area. Use as social proof in opener.
6,Winchester,Virginia,3,0,0,0.0,mason,158.0,Winchester Wheels Auto Sales | Valley Cycle Center | Auto Bahn Motors,3 active dealers in area. Use as social proof in opener.
6,Toms River,New Jersey,3,0,0,0.0,adam.c,232.0,Friendly Auto Group LLC | Country Motors | Candor Autosales,3 active dealers in area. Use as social proof in opener.
6,Auburn,California,3,0,0,0.0,emily,199.0,Sundowner Trailers of California | EMC MOTORS INC | Auburn Extreme Powersports,3 active dealers in area. Use as social proof in opener.
6,Abilene,Texas,3,0,0,0.0,Anthony,166.0,Lone Star Power Sports | Big Dog Autoplex | West Texas Watersports,3 active dealers in area. Use as social proof in opener.
6,Sioux City,Iowa,3,0,0,0.0,mark,174.0,"Bak Motors | Lewis Blvd Auto Sales | Iowa Auto Sales, Inc",3 active dealers in area. Use as social proof in opener.
6,Federal Way,Washington,3,0,0,0.0,vanessa,174.0,All Right Auto Sales | JMC Dealer Group | Orbit Auto Sales LLC,3 active dealers in area. Use as social proof in opener.
6,Roselle,New Jersey,2,0,1,0.0,alexa,249.0,SAM'S AUTO WORLD CORP | SignDrive,2 active dealers in area. Use as social proof in opener.
6,Eden Prairie,Minnesota,3,0,0,0.0,bill,174.0,Simply Ride | IDEAL AUTO IMPORTS LLC | Original Owner Autos,3 active dealers in area. Use as social proof in opener.
6,Riviera Beach,Florida,3,0,0,0.0,allen,132.0,Supra Auto Sales LLC | Infinite Auto Sales | MJL Motorcars,3 active dealers in area. Use as social proof in opener.
6,Richmond,British Columbia,3,0,0,0.0,raymond,136.0,Volvo Cars Richmond | Audi Downtown Vancouver | BC Prestige Motor Group Ltd,3 active dealers in area. Use as social proof in opener.
6,Plainfield,New Jersey,2,0,1,0.0,alexa,299.0,CAR CITY AUTO GROUP | Luxurious Auto Sales Inc,2 active dealers in area. Use as social proof in opener.
6,Reading,Pennsylvania,3,0,0,0.0,alexa,146.0,"SENDA AUTO SALES INC | McGinty Motorcars | CENTRE CITY IMPORTS, INC.",3 active dealers in area. Use as social proof in opener.
6,Dayton,Ohio,3,0,0,0.0,hazel,141.0,Mira auto sales North | Dayton Motors LLC | zappia motors,3 active dealers in area. Use as social proof in opener.
6,Hoover,Alabama,3,0,0,0.0,Claire,141.0,Hoover Southtown | Auto showcase | Americars Group,3 active dealers in area. Use as social proof in opener.
6,Twin Falls,Idaho,3,0,0,0.0,hailey,199.0,Adventure Motorsports | Ruby Mountain Motors Twin Falls | Ruby Mountain Motors,3 active dealers in area. Use as social proof in opener.
6,Cypress,Texas,3,0,0,0.0,alexa,199.0,Auto mall 2000 | 501 Motors LLC | Triple E Cars,3 active dealers in area. Use as social proof in opener.
6,Poplar Bluff,Missouri,3,0,0,0.0,adam.c,232.0,"Bluff Powersport | Poplar Bluff Trailer, LLC | Poplar Bluff Trailer, Llc",3 active dealers in area. Use as social proof in opener.
6,Pleasant Hill,Iowa,3,0,0,0.0,bill,232.0,Kars Incoporated | Kars Inc | Kars Inc Pleasant Hill,3 active dealers in area. Use as social proof in opener.
6,Tracy,California,3,0,0,0.0,lexi,162.0,nmotionmotors | Nmotion Motors | d/a auto wholesale,3 active dealers in area. Use as social proof in opener.
6,Fairfax,Virginia,3,0,0,0.0,ashley,174.0,apfairfax | Farrish of Fairfax | Auto Bank II,3 active dealers in area. Use as social proof in opener.
6,Hattiesburg,Mississippi,3,0,0,0.0,jane,141.0,"Affordable Automotive Sales, LLC | Smith Motor Company | Cameron Motor Company LLC",3 active dealers in area. Use as social proof in opener.
6,Trenton,New Jersey,3,0,0,0.0,mark,180.0,Pinto Auto Group | Jm Auto Studio | Eastern Auto Exchange,3 active dealers in area. Use as social proof in opener.
6,Garfield,New Jersey,3,0,0,0.0,mark,232.0,Auto Wholesale | Urbin Auto Sales | mikes auto sales,3 active dealers in area. Use as social proof in opener.
6,Saint-Hubert,Quebec,3,0,0,0.0,bill,150.0,Auto Clairmount Longueuil | Auto Clairmount Longueuil | Auto Clairmount Longueuil,3 active dealers in area. Use as social proof in opener.
6,Plant City,Florida,3,0,0,0.0,emily,166.0,plant city truck and rv sales | Drive Now FL | Adames Auto Center,3 active dealers in area. Use as social proof in opener.
6,Kennedale,Texas,3,0,0,0.0,haidee,83.0,Marquez Motors | EAGLE TRUCK AND AUTO | Allstar Imports,3 active dealers in area. Use as social proof in opener.
6,Wahiawa,Hawaii,3,0,0,0.0,kelly,174.0,Top Value Auto | Lone Star Motosports | select auto group llc,3 active dealers in area. Use as social proof in opener.
6,Martinsville,Virginia,3,0,0,0.0,kelly,119.0,star wheel auto sales | Martinsville Motors | Angler's Choice Marine,3 active dealers in area. Use as social proof in opener.
6,Fremont,California,3,0,0,0.0,hannah,112.0,apexcars.net | Auto 4 Less | The Dealer,3 active dealers in area. Use as social proof in opener.
6,National City,California,3,0,0,0.0,teddy,138.0,National City Automaxx | National City Auto Center | Surf Motors,3 active dealers in area. Use as social proof in opener.
6,Gainesville,Florida,2,0,1,0.0,hazel,249.0,Madley Automotive LLC | GATOR CITY MOTORS LLC,2 active dealers in area. Use as social proof in opener.
6,Harvey,Illinois,3,0,0,0.0,emily,120.0,firstmarshal | First Marshall Auto Auction | First Marshall Auto Auction,3 active dealers in area. Use as social proof in opener.
6,Daly City,California,3,0,0,0.0,vanessa,113.0,DALY CITY MITSUBISHI | Autodeals | Autodeals,3 active dealers in area. Use as social proof in opener.
6,Clearwater,Florida,3,0,0,0.0,maria,183.0,Royal Auto Sales of Clearwater | Autowize Auto Sales of Pinellas | verena automotive inc,3 active dealers in area. Use as social proof in opener.
6,Lindenhurst,New York,3,0,0,0.0,athena,116.0,Sunrise Used Cars | Elite Motorgroup | SWEETHEART AUTO SALES INC,3 active dealers in area. Use as social proof in opener.
6,Naples,Florida,3,0,0,0.0,dave,141.0,Economy Rent A Car of Naples Inc | The Motor Venue | Imports Unlimited of Naples Inc.,3 active dealers in area. Use as social proof in opener.
6,Everett,Washington,3,0,0,0.0,maria,174.0,Maple Grove RV Sales | DEL SOL AUTO SALES | UTC Auto Brokers LLC,3 active dealers in area. Use as social proof in opener.
6,Long Beach,California,3,0,0,0.0,moe,162.0,AVA  AUTO  SALES  INC | TOP RIDE AUTO GROUP INC | Hilltop Cars,3 active dealers in area. Use as social proof in opener.
6,Irving,Texas,3,0,0,0.0,harvey,138.0,Autos Of Dallas 183 INC | California Connection Auto | Dallas Utility Trucks LLC,3 active dealers in area. Use as social proof in opener.
6,Worcester,Massachusetts,3,0,0,0.0,lindsey,134.0,"Mass Auto Outlet, Inc. | Worcester Auto Outlet LLC | Pro-Car Autos INC",3 active dealers in area. Use as social proof in opener.
6,Oklahoma,Oklahoma,3,0,0,0.0,britney,161.0,Auto Expo | Super Sports Auto Credit & Financing inc | E&R Boats Inc,3 active dealers in area. Use as social proof in opener.
6,Corsicana,Texas,3,0,0,0.0,mary,96.0,Straight Up Motors | TRUCKS UNLIMITED | Brinson Powerports of Corsicana,3 active dealers in area. Use as social proof in opener.
6,Winter Park,Florida,3,0,0,0.0,hazel,229.0,JC Auto Market | Velocity Autos | Rahib Motors,3 active dealers in area. Use as social proof in opener.
6,Harrisonburg,Virginia,3,0,0,0.0,britney,134.0,Alan Auto & Truck Sales | Snyder's Auto Sales | Blue Ridge PowerSports,3 active dealers in area. Use as social proof in opener.
6,Hyannis,Massachusetts,3,0,0,0.0,rick,99.0,The Car Guys Inc | Ziggy's Auto Specialties | Cape Cod Carz,3 active dealers in area. Use as social proof in opener.
6,Burnaby,British Columbia,3,0,0,0.0,britney,73.0,Vancouver Car Centre | Morrey Nissan Burnaby | COLLINS CAR SALES LTD,3 active dealers in area. Use as social proof in opener.
6,Mississauga,Ontario,3,0,0,0.0,vanessa,84.0,Motorway Auto Group | HBH Trading Inc. | Toronto Auto Sales & Leasing,3 active dealers in area. Use as social proof in opener.
6,St. Catharines,Ontario,3,0,0,0.0,lindsey,112.0,Moesz Auto Sales Inc | Bloom Enterprise Autos Inc | Certified Affordable Cars,3 active dealers in area. Use as social proof in opener.
6,North Bay,Ontario,3,0,0,0.0,marcy,141.0,ALLROADS AUTO SALES | Active Equipment Sales | Leisure Cycle & PowerSports ltd,3 active dealers in area. Use as social proof in opener.
6,Iuka,Mississippi,3,0,0,0.0,iris,125.0,Southeast Auto Direct | Southeast Auto Direct | Southeast Auto Direct,3 active dealers in area. Use as social proof in opener.
6,Johnson City,Tennessee,3,0,0,0.0,tom,174.0,Specialty Cars | ROCKY TOP MOTORS | GREAT MOTOR SALES,3 active dealers in area. Use as social proof in opener.
6,Stafford,Virginia,3,0,0,0.0,lindsey,204.0,D&M DISCOUNT AUTO SALES LLC | AJNS Auto Sales | CarHub,3 active dealers in area. Use as social proof in opener.
6,Missoula,Montana,3,0,0,0.0,nolan,438.0,"Lyman Motors, Inc | Montana Motor Mall | RV Truck Sales",3 active dealers in area. Use as social proof in opener.
6,Spotsylvania,Virginia,3,0,0,0.0,nolan,208.0,UNIVERSAL MOTORS LLC | E SMART AUTO GROUP INC | 63 AUTO INC,3 active dealers in area. Use as social proof in opener.
6,Oceanside,California,3,0,0,0.0,bill,208.0,"Anytime 2 Buy Auto LLC | CompleteTrailers of CA, LLC | Hanover Powersports",3 active dealers in area. Use as social proof in opener.
6,Roswell,Georgia,2,0,1,0.0,ashley,249.0,car one | Salton Motor Cars,2 active dealers in area. Use as social proof in opener.
4,Sheridan,Wyoming,2,0,0,0.0,emily,199.0,"Heartland Kubota, LLC | Midway Auto & RV Sheridan",2 active dealers in area. Use as social proof in opener.
4,Riverbank,California,2,0,0,0.0,emily,199.0,Riverside Auto & Truck Inc | ECONOMY AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Crossville,Tennessee,2,0,0,0.0,rf002,249.0,Park Place Motors | TOMMY'S MOTORSPORTS OF CROSSVILLE,2 active dealers in area. Use as social proof in opener.
4,Wind Gap,Pennsylvania,2,0,0,0.0,william,199.0,Lipskys Auto | Xclusive Auto,2 active dealers in area. Use as social proof in opener.
4,Great Neck,New York,2,0,0,0.0,bill,249.0,Gold Coast Motorsports | Import Masters,2 active dealers in area. Use as social proof in opener.
4,North Logan,Utah,2,0,0,0.0,hazel,199.0,Mountain West Motor | Mountain West Motor,2 active dealers in area. Use as social proof in opener.
4,Okeechobee,Florida,2,0,0,0.0,adam.c,199.0,ARS Powersports Okeechobee | SunCamper RV LLC,2 active dealers in area. Use as social proof in opener.
4,Elk River,Minnesota,2,0,0,0.0,bill,212.0,Riverview Sports & Marine | Lee's Riverside Auto,2 active dealers in area. Use as social proof in opener.
4,Frederick,Colorado,2,0,0,0.0,anna,194.0,Liberty Auto Sales | Blue Star Auto Group,2 active dealers in area. Use as social proof in opener.
4,Glen Burnie,Maryland,2,0,0,0.0,Ethan bradford,299.0,Star Cars LLC | Joes auto sale,2 active dealers in area. Use as social proof in opener.
4,Elk Grove,California,2,0,0,0.0,emily,179.0,ElkGrove Cars | A Lot Auto Sales Inc,2 active dealers in area. Use as social proof in opener.
4,Conyers,Georgia,2,0,0,0.0,hazel,149.0,"TOP DEALS AUTOMOTIVE LLC | K &J ATL Enterprize, LLC",2 active dealers in area. Use as social proof in opener.
4,Reidsville,North Carolina,2,0,0,0.0,bill,244.0,Big Apple Farm Supply | Walkers Auto,2 active dealers in area. Use as social proof in opener.
4,Victoria,British Columbia,2,0,0,0.0,emily,249.0,ISLAND MOTORCYCLE COMPANY | Tractor time equipment,2 active dealers in area. Use as social proof in opener.
4,Milton,Pennsylvania,2,0,0,0.0,bill,199.0,Robbins Marine | Robbins Marine,2 active dealers in area. Use as social proof in opener.
4,Rutland,Vermont,2,0,0,0.0,emily,162.0,Central Vermont Motorcycles | Dan Kearney's,2 active dealers in area. Use as social proof in opener.
4,Irmo,South Carolina,2,0,0,0.0,lisa,249.0,Full Circle Auto Sales | CIC Marine,2 active dealers in area. Use as social proof in opener.
4,La Crescent,Minnesota,2,0,0,0.0,bill,249.0,Copperhead Carts | Eagle Motors,2 active dealers in area. Use as social proof in opener.
4,Garner,North Carolina,2,0,0,0.0,hazel,249.0,Big Tex Trailer World - Raleigh | QR MOTOR COMPANY,2 active dealers in area. Use as social proof in opener.
4,Cleveland,Tennessee,2,0,0,0.0,adam.c,249.0,Jacinto's Auto Sales LLC | JP AUTO CENTERS LLC,2 active dealers in area. Use as social proof in opener.
4,Ohio,Ohio,2,0,0,0.0,amanda,249.0,PALEY AUTO GROUP | Melniks Automotive,2 active dealers in area. Use as social proof in opener.
4,Jonesboro,Georgia,2,0,0,0.0,bill,299.0,A&A Center | Z AND Z FINE CARS ATL LLC,2 active dealers in area. Use as social proof in opener.
4,Sterling,Virginia,2,0,0,0.0,amanda,199.0,LOCO MOTORCARS | FastTurn,2 active dealers in area. Use as social proof in opener.
4,Derry,New Hampshire,2,0,0,0.0,Meryem Bismi,299.0,Second Car Center | Monarch Motorsports,2 active dealers in area. Use as social proof in opener.
4,Mason City,Iowa,2,0,0,0.0,emily,239.0,Harley-Davidson of Mason City | Mason City Powersports,2 active dealers in area. Use as social proof in opener.
4,Atascadero,California,2,0,0,0.0,mason,199.0,Karsnow | VS Marine Boating Center,2 active dealers in area. Use as social proof in opener.
4,Washington,New Jersey,2,0,0,0.0,adam.c,249.0,"Skyline Equipment, LLC | Washington Auto Repair & SALES",2 active dealers in area. Use as social proof in opener.
4,Hendersonville,North Carolina,2,0,0,0.0,hazel,249.0,"Givens Quality Auto Sales,Inc | MIles RV Center",2 active dealers in area. Use as social proof in opener.
4,Pleasant Grove,Utah,2,0,0,0.0,bill,199.0,Motiv8d Motors | Motiv8d Motors,2 active dealers in area. Use as social proof in opener.
4,Franklin,Ohio,2,0,0,0.0,hazel,139.0,trust auto inc | TRUST AUTO INC,2 active dealers in area. Use as social proof in opener.
4,Madison,Wisconsin,2,0,0,0.0,Meryem Bismi,149.0,Lot 51 Auto Sales | Capital Auto Clinic LLC,2 active dealers in area. Use as social proof in opener.
4,Buffalo,New York,2,0,0,0.0,Claire,74.0,Auto Edge | Select Auto Sales Inc,2 active dealers in area. Use as social proof in opener.
4,North Platte,Nebraska,2,0,0,0.0,emily,162.0,NORTH PLATTE KUBOTA | AUTO ONE INC,2 active dealers in area. Use as social proof in opener.
4,Southgate,Michigan,2,0,0,0.0,hazel,199.0,Southgate Honda Powersorts | Southgate Ford,2 active dealers in area. Use as social proof in opener.
4,Tullahoma,Tennessee,2,0,0,0.0,bill,299.0,Chris Young's Trailer Sales | LINCOLN AUTO FINANCE LLC,2 active dealers in area. Use as social proof in opener.
4,Rolling Meadows,Illinois,2,0,0,0.0,hazel,249.0,EXOTIC MOTORS INC | EXOTIC MOTORS INC,2 active dealers in area. Use as social proof in opener.
4,Petersburg,Virginia,2,0,0,0.0,Claire,199.0,AUTO NETWORK | Green Light Autos,2 active dealers in area. Use as social proof in opener.
4,Rapid City,South Dakota,2,0,0,0.0,bill,199.0,Rice's Rapid Motorsports | Summit Automotive Group,2 active dealers in area. Use as social proof in opener.
4,Crown Point,Indiana,2,0,0,0.0,william,199.0,JOHNSON CAR COMPANY | JOHNSON CAR COMPANY,2 active dealers in area. Use as social proof in opener.
4,Granbury,Texas,2,0,0,0.0,bill,184.0,Granbury Tractor | CRAIGS AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Canyon Country,California,2,0,0,0.0,william,144.0,City cars warehouse inc | united loans,2 active dealers in area. Use as social proof in opener.
4,Buxton,Maine,2,0,0,0.0,emily,249.0,Reynolds Motorsports | Saints Auto Sales,2 active dealers in area. Use as social proof in opener.
4,Waipahu,Hawaii,2,0,0,0.0,rf006,212.0,TCA AUTO | bayview auto sales,2 active dealers in area. Use as social proof in opener.
4,Milton,Vermont,2,0,0,0.0,adam.c,149.0,89 auto services | 802 AUTO SALES,2 active dealers in area. Use as social proof in opener.
4,Decatur,Indiana,2,0,0,0.0,bill,299.0,Indiana Trailer Sales | Indiana Trailer Sales,2 active dealers in area. Use as social proof in opener.
4,Kenner,Louisiana,2,0,0,0.0,bill,199.0,New Orleans Powersports | Am Auto Mart Kenner,2 active dealers in area. Use as social proof in opener.
4,Roswell,New Mexico,2,0,0,0.0,Anthony,149.0,Zia Powersports | Rays Galactic Motors,2 active dealers in area. Use as social proof in opener.
4,Emporia,Virginia,2,0,0,0.0,william,249.0,Greg OBerry | West Atlantic auto group,2 active dealers in area. Use as social proof in opener.
